,image_path,image_name,subject_name,mask_path
245,train/26_101.tif,101,26,train/26_101_mask.tif
7919,train/28_101.tif,101,28,train/28_101_mask.tif
2060,train/29_101.tif,101,29,train/29_101_mask.tif
766,train/3_101.tif,101,3,train/3_101_mask.tif
7010,train/30_101.tif,101,30,train/30_101_mask.tif
6698,train/31_101.tif,101,31,train/31_101_mask.tif
5444,train/32_101.tif,101,32,train/32_101_mask.tif
4141,train/33_101.tif,101,33,train/33_101_mask.tif
9172,train/34_101.tif,101,34,train/34_101_mask.tif
1898,train/35_101.tif,101,35,train/35_101_mask.tif
6360,train/36_101.tif,101,36,train/36_101_mask.tif
4473,train/37_101.tif,101,37,train/37_101_mask.tif
4175,train/38_101.tif,101,38,train/38_101_mask.tif
969,train/39_101.tif,101,39,train/39_101_mask.tif
4784,train/4_101.tif,101,4,train/4_101_mask.tif
11056,train/40_101.tif,101,40,train/40_101_mask.tif
7625,train/41_101.tif,101,41,train/41_101_mask.tif
3149,train/42_101.tif,101,42,train/42_101_mask.tif
2847,train/43_101.tif,101,43,train/43_101_mask.tif
2044,train/44_101.tif,101,44,train/44_101_mask.tif
7305,train/45_101.tif,101,45,train/45_101_mask.tif
5947,train/46_101.tif,101,46,train/46_101_mask.tif
3782,train/47_101.tif,101,47,train/47_101_mask.tif
6572,train/5_101.tif,101,5,train/5_101_mask.tif
9634,train/6_101.tif,101,6,train/6_101_mask.tif
1349,train/7_101.tif,101,7,train/7_101_mask.tif
3811,train/8_101.tif,101,8,train/8_101_mask.tif
9582,train/9_101.tif,101,9,train/9_101_mask.tif
3422,train/1_102.tif,102,1,train/1_102_mask.tif
4621,train/10_102.tif,102,10,train/10_102_mask.tif
691,train/11_102.tif,102,11,train/11_102_mask.tif
10297,train/12_102.tif,102,12,train/12_102_mask.tif
10682,train/13_102.tif,102,13,train/13_102_mask.tif
2651,train/14_102.tif,102,14,train/14_102_mask.tif
9381,train/15_102.tif,102,15,train/15_102_mask.tif
5298,train/16_102.tif,102,16,train/16_102_mask.tif
10487,train/17_102.tif,102,17,train/17_102_mask.tif
6272,train/18_102.tif,102,18,train/18_102_mask.tif
3525,train/19_102.tif,102,19,train/19_102_mask.tif
490,train/2_102.tif,102,2,train/2_102_mask.tif
499,train/20_102.tif,102,20,train/20_102_mask.tif
620,train/21_102.tif,102,21,train/21_102_mask.tif
8517,train/22_102.tif,102,22,train/22_102_mask.tif
9667,train/23_102.tif,102,23,train/23_102_mask.tif
1888,train/24_102.tif,102,24,train/24_102_mask.tif
8041,train/26_102.tif,102,26,train/26_102_mask.tif
10800,train/27_102.tif,102,27,train/27_102_mask.tif
6923,train/29_102.tif,102,29,train/29_102_mask.tif
7687,train/3_102.tif,102,3,train/3_102_mask.tif
3136,train/30_102.tif,102,30,train/30_102_mask.tif
592,train/31_102.tif,102,31,train/31_102_mask.tif
3792,train/32_102.tif,102,32,train/32_102_mask.tif
118,train/33_102.tif,102,33,train/33_102_mask.tif
10158,train/34_102.tif,102,34,train/34_102_mask.tif
757,train/35_102.tif,102,35,train/35_102_mask.tif
4878,train/36_102.tif,102,36,train/36_102_mask.tif
7646,train/37_102.tif,102,37,train/37_102_mask.tif
7723,train/38_102.tif,102,38,train/38_102_mask.tif
8473,train/39_102.tif,102,39,train/39_102_mask.tif
1919,train/4_102.tif,102,4,train/4_102_mask.tif
3350,train/40_102.tif,102,40,train/40_102_mask.tif
8930,train/41_102.tif,102,41,train/41_102_mask.tif
10033,train/44_102.tif,102,44,train/44_102_mask.tif
1778,train/45_102.tif,102,45,train/45_102_mask.tif
2206,train/46_102.tif,102,46,train/46_102_mask.tif
9717,train/47_102.tif,102,47,train/47_102_mask.tif
5007,train/6_102.tif,102,6,train/6_102_mask.tif
1668,train/7_102.tif,102,7,train/7_102_mask.tif
2231,train/8_102.tif,102,8,train/8_102_mask.tif
1515,train/1_103.tif,103,1,train/1_103_mask.tif
7210,train/10_103.tif,103,10,train/10_103_mask.tif
2806,train/11_103.tif,103,11,train/11_103_mask.tif
6200,train/12_103.tif,103,12,train/12_103_mask.tif
924,train/13_103.tif,103,13,train/13_103_mask.tif
1962,train/14_103.tif,103,14,train/14_103_mask.tif
2042,train/15_103.tif,103,15,train/15_103_mask.tif
8748,train/16_103.tif,103,16,train/16_103_mask.tif
2085,train/17_103.tif,103,17,train/17_103_mask.tif
1917,train/18_103.tif,103,18,train/18_103_mask.tif
3424,train/19_103.tif,103,19,train/19_103_mask.tif
127,train/2_103.tif,103,2,train/2_103_mask.tif
5747,train/20_103.tif,103,20,train/20_103_mask.tif
10890,train/21_103.tif,103,21,train/21_103_mask.tif
10304,train/22_103.tif,103,22,train/22_103_mask.tif
8100,train/23_103.tif,103,23,train/23_103_mask.tif
3935,train/24_103.tif,103,24,train/24_103_mask.tif
181,train/25_103.tif,103,25,train/25_103_mask.tif
7998,train/26_103.tif,103,26,train/26_103_mask.tif
2264,train/27_103.tif,103,27,train/27_103_mask.tif
5592,train/28_103.tif,103,28,train/28_103_mask.tif
10627,train/3_103.tif,103,3,train/3_103_mask.tif
8682,train/30_103.tif,103,30,train/30_103_mask.tif
6298,train/31_103.tif,103,31,train/31_103_mask.tif
885,train/32_103.tif,103,32,train/32_103_mask.tif
5303,train/33_103.tif,103,33,train/33_103_mask.tif
5691,train/34_103.tif,103,34,train/34_103_mask.tif
10631,train/35_103.tif,103,35,train/35_103_mask.tif
4391,train/36_103.tif,103,36,train/36_103_mask.tif
2166,train/37_103.tif,103,37,train/37_103_mask.tif
8390,train/38_103.tif,103,38,train/38_103_mask.tif
8766,train/39_103.tif,103,39,train/39_103_mask.tif
2677,train/4_103.tif,103,4,train/4_103_mask.tif
450,train/40_103.tif,103,40,train/40_103_mask.tif
8173,train/41_103.tif,103,41,train/41_103_mask.tif
2089,train/42_103.tif,103,42,train/42_103_mask.tif
964,train/43_103.tif,103,43,train/43_103_mask.tif
1733,train/44_103.tif,103,44,train/44_103_mask.tif
6681,train/45_103.tif,103,45,train/45_103_mask.tif
4189,train/46_103.tif,103,46,train/46_103_mask.tif
52,train/47_103.tif,103,47,train/47_103_mask.tif
891,train/5_103.tif,103,5,train/5_103_mask.tif
229,train/6_103.tif,103,6,train/6_103_mask.tif
5769,train/7_103.tif,103,7,train/7_103_mask.tif
1777,train/8_103.tif,103,8,train/8_103_mask.tif
11149,train/9_103.tif,103,9,train/9_103_mask.tif
149,train/1_104.tif,104,1,train/1_104_mask.tif
7097,train/10_104.tif,104,10,train/10_104_mask.tif
10951,train/11_104.tif,104,11,train/11_104_mask.tif
6384,train/12_104.tif,104,12,train/12_104_mask.tif
4204,train/13_104.tif,104,13,train/13_104_mask.tif
6812,train/14_104.tif,104,14,train/14_104_mask.tif
7588,train/15_104.tif,104,15,train/15_104_mask.tif
7339,train/16_104.tif,104,16,train/16_104_mask.tif
6189,train/17_104.tif,104,17,train/17_104_mask.tif
3375,train/18_104.tif,104,18,train/18_104_mask.tif
1490,train/19_104.tif,104,19,train/19_104_mask.tif
7986,train/2_104.tif,104,2,train/2_104_mask.tif
8242,train/20_104.tif,104,20,train/20_104_mask.tif
3868,train/21_104.tif,104,21,train/21_104_mask.tif
2378,train/22_104.tif,104,22,train/22_104_mask.tif
7165,train/23_104.tif,104,23,train/23_104_mask.tif
690,train/24_104.tif,104,24,train/24_104_mask.tif
1164,train/25_104.tif,104,25,train/25_104_mask.tif
788,train/26_104.tif,104,26,train/26_104_mask.tif
2362,train/27_104.tif,104,27,train/27_104_mask.tif
975,train/28_104.tif,104,28,train/28_104_mask.tif
6692,train/29_104.tif,104,29,train/29_104_mask.tif
11090,train/3_104.tif,104,3,train/3_104_mask.tif
7341,train/30_104.tif,104,30,train/30_104_mask.tif
4791,train/31_104.tif,104,31,train/31_104_mask.tif
9442,train/32_104.tif,104,32,train/32_104_mask.tif
9763,train/33_104.tif,104,33,train/33_104_mask.tif
4583,train/34_104.tif,104,34,train/34_104_mask.tif
11077,train/35_104.tif,104,35,train/35_104_mask.tif
2249,train/36_104.tif,104,36,train/36_104_mask.tif
5411,train/37_104.tif,104,37,train/37_104_mask.tif
6161,train/38_104.tif,104,38,train/38_104_mask.tif
4126,train/39_104.tif,104,39,train/39_104_mask.tif
7132,train/4_104.tif,104,4,train/4_104_mask.tif
6627,train/40_104.tif,104,40,train/40_104_mask.tif
5492,train/41_104.tif,104,41,train/41_104_mask.tif
6518,train/42_104.tif,104,42,train/42_104_mask.tif
7208,train/43_104.tif,104,43,train/43_104_mask.tif
5509,train/44_104.tif,104,44,train/44_104_mask.tif
1026,train/45_104.tif,104,45,train/45_104_mask.tif
11083,train/46_104.tif,104,46,train/46_104_mask.tif
4803,train/47_104.tif,104,47,train/47_104_mask.tif
11246,train/5_104.tif,104,5,train/5_104_mask.tif
954,train/6_104.tif,104,6,train/6_104_mask.tif
6421,train/7_104.tif,104,7,train/7_104_mask.tif
4578,train/8_104.tif,104,8,train/8_104_mask.tif
4242,train/9_104.tif,104,9,train/9_104_mask.tif
3863,train/1_105.tif,105,1,train/1_105_mask.tif
9726,train/10_105.tif,105,10,train/10_105_mask.tif
4419,train/11_105.tif,105,11,train/11_105_mask.tif
7120,train/12_105.tif,105,12,train/12_105_mask.tif
8731,train/13_105.tif,105,13,train/13_105_mask.tif
2879,train/14_105.tif,105,14,train/14_105_mask.tif
3199,train/15_105.tif,105,15,train/15_105_mask.tif
3106,train/16_105.tif,105,16,train/16_105_mask.tif
4231,train/17_105.tif,105,17,train/17_105_mask.tif
3482,train/18_105.tif,105,18,train/18_105_mask.tif
7495,train/19_105.tif,105,19,train/19_105_mask.tif
10589,train/2_105.tif,105,2,train/2_105_mask.tif
11021,train/20_105.tif,105,20,train/20_105_mask.tif
7981,train/21_105.tif,105,21,train/21_105_mask.tif
7712,train/22_105.tif,105,22,train/22_105_mask.tif
9009,train/23_105.tif,105,23,train/23_105_mask.tif
4744,train/24_105.tif,105,24,train/24_105_mask.tif
3762,train/25_105.tif,105,25,train/25_105_mask.tif
4326,train/26_105.tif,105,26,train/26_105_mask.tif
8154,train/27_105.tif,105,27,train/27_105_mask.tif
1169,train/28_105.tif,105,28,train/28_105_mask.tif
3967,train/29_105.tif,105,29,train/29_105_mask.tif
10859,train/3_105.tif,105,3,train/3_105_mask.tif
9719,train/30_105.tif,105,30,train/30_105_mask.tif
8615,train/31_105.tif,105,31,train/31_105_mask.tif
1447,train/32_105.tif,105,32,train/32_105_mask.tif
10058,train/33_105.tif,105,33,train/33_105_mask.tif
2861,train/34_105.tif,105,34,train/34_105_mask.tif
2598,train/35_105.tif,105,35,train/35_105_mask.tif
3790,train/36_105.tif,105,36,train/36_105_mask.tif
6317,train/37_105.tif,105,37,train/37_105_mask.tif
4223,train/38_105.tif,105,38,train/38_105_mask.tif
10448,train/39_105.tif,105,39,train/39_105_mask.tif
4334,train/40_105.tif,105,40,train/40_105_mask.tif
1107,train/41_105.tif,105,41,train/41_105_mask.tif
4399,train/42_105.tif,105,42,train/42_105_mask.tif
11098,train/43_105.tif,105,43,train/43_105_mask.tif
905,train/44_105.tif,105,44,train/44_105_mask.tif
4491,train/45_105.tif,105,45,train/45_105_mask.tif
4911,train/46_105.tif,105,46,train/46_105_mask.tif
2008,train/47_105.tif,105,47,train/47_105_mask.tif
5313,train/5_105.tif,105,5,train/5_105_mask.tif
8489,train/6_105.tif,105,6,train/6_105_mask.tif
8670,train/7_105.tif,105,7,train/7_105_mask.tif
4574,train/8_105.tif,105,8,train/8_105_mask.tif
8324,train/9_105.tif,105,9,train/9_105_mask.tif
5605,train/1_106.tif,106,1,train/1_106_mask.tif
6811,train/10_106.tif,106,10,train/10_106_mask.tif
1697,train/11_106.tif,106,11,train/11_106_mask.tif
8518,train/12_106.tif,106,12,train/12_106_mask.tif
6910,train/13_106.tif,106,13,train/13_106_mask.tif
2328,train/14_106.tif,106,14,train/14_106_mask.tif
4070,train/15_106.tif,106,15,train/15_106_mask.tif
6414,train/17_106.tif,106,17,train/17_106_mask.tif
9029,train/18_106.tif,106,18,train/18_106_mask.tif
2441,train/19_106.tif,106,19,train/19_106_mask.tif
3501,train/2_106.tif,106,2,train/2_106_mask.tif
4531,train/20_106.tif,106,20,train/20_106_mask.tif
10303,train/21_106.tif,106,21,train/21_106_mask.tif
10411,train/22_106.tif,106,22,train/22_106_mask.tif
10090,train/23_106.tif,106,23,train/23_106_mask.tif
5833,train/24_106.tif,106,24,train/24_106_mask.tif
1311,train/25_106.tif,106,25,train/25_106_mask.tif
7231,train/26_106.tif,106,26,train/26_106_mask.tif
5264,train/27_106.tif,106,27,train/27_106_mask.tif
7401,train/28_106.tif,106,28,train/28_106_mask.tif
10569,train/29_106.tif,106,29,train/29_106_mask.tif
10195,train/3_106.tif,106,3,train/3_106_mask.tif
1524,train/30_106.tif,106,30,train/30_106_mask.tif
4940,train/31_106.tif,106,31,train/31_106_mask.tif
1466,train/32_106.tif,106,32,train/32_106_mask.tif
4068,train/33_106.tif,106,33,train/33_106_mask.tif
800,train/34_106.tif,106,34,train/34_106_mask.tif
8412,train/35_106.tif,106,35,train/35_106_mask.tif
7074,train/36_106.tif,106,36,train/36_106_mask.tif
5071,train/37_106.tif,106,37,train/37_106_mask.tif
3925,train/38_106.tif,106,38,train/38_106_mask.tif
4008,train/39_106.tif,106,39,train/39_106_mask.tif
10636,train/4_106.tif,106,4,train/4_106_mask.tif
6246,train/40_106.tif,106,40,train/40_106_mask.tif
8445,train/41_106.tif,106,41,train/41_106_mask.tif
7333,train/42_106.tif,106,42,train/42_106_mask.tif
3749,train/43_106.tif,106,43,train/43_106_mask.tif
3796,train/44_106.tif,106,44,train/44_106_mask.tif
5186,train/45_106.tif,106,45,train/45_106_mask.tif
7463,train/46_106.tif,106,46,train/46_106_mask.tif
69,train/5_106.tif,106,5,train/5_106_mask.tif
6836,train/6_106.tif,106,6,train/6_106_mask.tif
11146,train/7_106.tif,106,7,train/7_106_mask.tif
4957,train/8_106.tif,106,8,train/8_106_mask.tif
1357,train/9_106.tif,106,9,train/9_106_mask.tif
8451,train/1_107.tif,107,1,train/1_107_mask.tif
1975,train/11_107.tif,107,11,train/11_107_mask.tif
8194,train/12_107.tif,107,12,train/12_107_mask.tif
2756,train/13_107.tif,107,13,train/13_107_mask.tif
2324,train/14_107.tif,107,14,train/14_107_mask.tif
5789,train/15_107.tif,107,15,train/15_107_mask.tif
1049,train/16_107.tif,107,16,train/16_107_mask.tif
8798,train/17_107.tif,107,17,train/17_107_mask.tif
101,train/18_107.tif,107,18,train/18_107_mask.tif
6989,train/19_107.tif,107,19,train/19_107_mask.tif
7776,train/2_107.tif,107,2,train/2_107_mask.tif
1455,train/20_107.tif,107,20,train/20_107_mask.tif
7927,train/21_107.tif,107,21,train/21_107_mask.tif
5373,train/22_107.tif,107,22,train/22_107_mask.tif
5854,train/23_107.tif,107,23,train/23_107_mask.tif
8617,train/24_107.tif,107,24,train/24_107_mask.tif
4870,train/25_107.tif,107,25,train/25_107_mask.tif
5782,train/26_107.tif,107,26,train/26_107_mask.tif
4193,train/27_107.tif,107,27,train/27_107_mask.tif
5085,train/28_107.tif,107,28,train/28_107_mask.tif
4988,train/29_107.tif,107,29,train/29_107_mask.tif
4785,train/3_107.tif,107,3,train/3_107_mask.tif
7660,train/30_107.tif,107,30,train/30_107_mask.tif
2996,train/31_107.tif,107,31,train/31_107_mask.tif
1587,train/32_107.tif,107,32,train/32_107_mask.tif
9403,train/33_107.tif,107,33,train/33_107_mask.tif
1523,train/34_107.tif,107,34,train/34_107_mask.tif
7019,train/35_107.tif,107,35,train/35_107_mask.tif
7563,train/36_107.tif,107,36,train/36_107_mask.tif
473,train/37_107.tif,107,37,train/37_107_mask.tif
2121,train/38_107.tif,107,38,train/38_107_mask.tif
11048,train/39_107.tif,107,39,train/39_107_mask.tif
3207,train/4_107.tif,107,4,train/4_107_mask.tif
6398,train/40_107.tif,107,40,train/40_107_mask.tif
2809,train/41_107.tif,107,41,train/41_107_mask.tif
3984,train/42_107.tif,107,42,train/42_107_mask.tif
10806,train/43_107.tif,107,43,train/43_107_mask.tif
9481,train/45_107.tif,107,45,train/45_107_mask.tif
9942,train/46_107.tif,107,46,train/46_107_mask.tif
605,train/47_107.tif,107,47,train/47_107_mask.tif
413,train/5_107.tif,107,5,train/5_107_mask.tif
6636,train/6_107.tif,107,6,train/6_107_mask.tif
4548,train/7_107.tif,107,7,train/7_107_mask.tif
2040,train/8_107.tif,107,8,train/8_107_mask.tif
4055,train/9_107.tif,107,9,train/9_107_mask.tif
6443,train/1_108.tif,108,1,train/1_108_mask.tif
11078,train/10_108.tif,108,10,train/10_108_mask.tif
5832,train/11_108.tif,108,11,train/11_108_mask.tif
1521,train/12_108.tif,108,12,train/12_108_mask.tif
1413,train/13_108.tif,108,13,train/13_108_mask.tif
2526,train/14_108.tif,108,14,train/14_108_mask.tif
6674,train/15_108.tif,108,15,train/15_108_mask.tif
11008,train/16_108.tif,108,16,train/16_108_mask.tif
2458,train/17_108.tif,108,17,train/17_108_mask.tif
8159,train/18_108.tif,108,18,train/18_108_mask.tif
830,train/19_108.tif,108,19,train/19_108_mask.tif
1039,train/2_108.tif,108,2,train/2_108_mask.tif
9211,train/20_108.tif,108,20,train/20_108_mask.tif
10442,train/21_108.tif,108,21,train/21_108_mask.tif
7169,train/22_108.tif,108,22,train/22_108_mask.tif
6786,train/23_108.tif,108,23,train/23_108_mask.tif
3487,train/24_108.tif,108,24,train/24_108_mask.tif
4928,train/25_108.tif,108,25,train/25_108_mask.tif
8698,train/26_108.tif,108,26,train/26_108_mask.tif
7594,train/27_108.tif,108,27,train/27_108_mask.tif
7359,train/28_108.tif,108,28,train/28_108_mask.tif
2736,train/29_108.tif,108,29,train/29_108_mask.tif
349,train/3_108.tif,108,3,train/3_108_mask.tif
4919,train/30_108.tif,108,30,train/30_108_mask.tif
9846,train/31_108.tif,108,31,train/31_108_mask.tif
5453,train/32_108.tif,108,32,train/32_108_mask.tif
11051,train/33_108.tif,108,33,train/33_108_mask.tif
7115,train/34_108.tif,108,34,train/34_108_mask.tif
87,train/35_108.tif,108,35,train/35_108_mask.tif
30,train/36_108.tif,108,36,train/36_108_mask.tif
6625,train/37_108.tif,108,37,train/37_108_mask.tif
3545,train/38_108.tif,108,38,train/38_108_mask.tif
7376,train/39_108.tif,108,39,train/39_108_mask.tif
9389,train/4_108.tif,108,4,train/4_108_mask.tif
4725,train/40_108.tif,108,40,train/40_108_mask.tif
1363,train/41_108.tif,108,41,train/41_108_mask.tif
479,train/42_108.tif,108,42,train/42_108_mask.tif
10692,train/43_108.tif,108,43,train/43_108_mask.tif
1639,train/44_108.tif,108,44,train/44_108_mask.tif
4949,train/46_108.tif,108,46,train/46_108_mask.tif
6269,train/47_108.tif,108,47,train/47_108_mask.tif
6665,train/5_108.tif,108,5,train/5_108_mask.tif
6071,train/6_108.tif,108,6,train/6_108_mask.tif
7178,train/7_108.tif,108,7,train/7_108_mask.tif
2143,train/8_108.tif,108,8,train/8_108_mask.tif
7531,train/9_108.tif,108,9,train/9_108_mask.tif
2308,train/1_109.tif,109,1,train/1_109_mask.tif
9475,train/10_109.tif,109,10,train/10_109_mask.tif
227,train/11_109.tif,109,11,train/11_109_mask.tif
9493,train/12_109.tif,109,12,train/12_109_mask.tif
6394,train/14_109.tif,109,14,train/14_109_mask.tif
3590,train/15_109.tif,109,15,train/15_109_mask.tif
5916,train/16_109.tif,109,16,train/16_109_mask.tif
1631,train/17_109.tif,109,17,train/17_109_mask.tif
